PERSON_AGE,VEHICLE_ID,POSITION_IN_VEHICLE,EJECTION,SAFETY_EQUIPMENT
25.0,19824919.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
26.0,NA,NA,NA,NA
26.0,19824401.0,Driver,Not Ejected,Helmet (Motorcycle Only)
20.0,19824372.0,Driver,Not Ejected,Unknown
33.0,NA,NA,NA,NA
32.0,19824680.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
34.0,19824680.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
45.0,19826695.0,Driver,Not Ejected,Lap Belt & Harness
30.0,NA,NA,NA,NA
40.0,19827771.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
62.0,19832453.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
30.0,NA,NA,NA,NA
24.0,19824695.0,Driver,Not Ejected,Lap Belt
48.0,19827298.0,Driver,Not Ejected,Lap Belt & Harness
35.0,19825918.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
48.0,19825241.0,Driver,Not Ejected,Lap Belt & Harness
36.0,19824833.0,Driver,Not Ejected,Lap Belt & Harness
42.0,19824700.0,Driver,Not Ejected,None
33.0,19824597.0,Riding/Hanging on Outside,Partially Ejected,Helmet/Other (In-Line Skater/Bicyclist)
24.0,19825504.0,Driver,Not Ejected,Unknown
30.0,19824945.0,Driver,Not Ejected,Lap Belt & Harness
40.0,19824946.0,Driver,Not Ejected,Lap Belt & Harness
32.0,19828489.0,Driver,Not Ejected,Lap Belt
30.0,19827743.0,Unknown,Not Ejected,None
45.0,NA,NA,NA,NA
32.0,19824967.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
25.0,19826346.0,Driver,Partially Ejected,Unknown
25.0,19824967.0,Driver,Not Ejected,Unknown
25.0,19828919.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
28.0,19828919.0,Driver,Not Ejected,Child Restraint Only
42.0,19824586.0,Driver,Ejected,None
33.0,19825351.0,Driver,Not Ejected,Lap Belt & Harness
44.0,19824893.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
32.0,19824857.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
37.0,19824797.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
30.0,19825351.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
30.0,19825253.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
24.0,NA,NA,NA,NA
38.0,19825036.0,Driver,Not Ejected,Lap Belt
46.0,19825253.0,Driver,Not Ejected,Unknown
56.0,19824836.0,Driver,Not Ejected,Unknown
58.0,NA,Unknown,Not Ejected,None
26.0,19825374.0,Driver,Ejected,None
37.0,NA,NA,NA,NA
20.0,19824906.0,Driver,Ejected,None
48.0,NA,NA,NA,NA
56.0,NA,NA,NA,NA
30.0,19826673.0,Driver,Not Ejected,Unknown
56.0,NA,NA,NA,NA
26.0,19824905.0,Driver,Not Ejected,None
55.0,19824836.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
16.0,19824957.0,Driver,Not Ejected,Unknown
61.0,NA,NA,NA,NA
4.0,NA,NA,NA,NA
42.0,19825231.0,Riding/Hanging on Outside,Ejected,Unknown
44.0,19824964.0,Driver,Not Ejected,Lap Belt & Harness
44.0,19824978.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
31.0,NA,NA,NA,NA
21.0,19824736.0,Driver,Not Ejected,Lap Belt & Harness
90.0,NA,NA,NA,NA
27.0,19825548.0,Driver,Not Ejected,Lap Belt & Harness
39.0,19826045.0,Driver,Not Ejected,Lap Belt
36.0,19828308.0,Driver,Not Ejected,Lap Belt
16.0,19828307.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
27.0,19851421.0,Riding/Hanging on Outside,Ejected,None
21.0,19840820.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
24.0,19840820.0,Driver,Not Ejected,Lap Belt & Harness
20.0,19829495.0,Driver,Not Ejected,None
47.0,19827250.0,Driver,Not Ejected,Lap Belt & Harness
22.0,19827249.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
21.0,19825463.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
58.0,19828318.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
45.0,19827068.0,Driver,Not Ejected,Unknown
39.0,NA,NA,NA,NA
3.0,19825425.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Air Bag Deployed/Child Restraint
36.0,19825600.0,Driver,Not Ejected,Lap Belt & Harness
8.0,19825425.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
38.0,19824928.0,Driver,Not Ejected,Lap Belt & Harness
10.0,19825425.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Air Bag Deployed/Lap Belt/Harness
37.0,19825599.0,Driver,Not Ejected,Lap Belt & Harness
12.0,19827068.0,Unknown,Not Ejected,Unknown
12.0,19827068.0,Unknown,Not Ejected,Unknown
45.0,19825599.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
60.0,19824869.0,Driver,Not Ejected,Unknown
29.0,19825329.0,Driver,Ejected,Helmet (Motorcycle Only)
40.0,19825257.0,Driver,Not Ejected,Lap Belt & Harness
27.0,19825587.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
38.0,19827083.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
66.0,19827083.0,Driver,Not Ejected,Lap Belt & Harness
23.0,19825728.0,Driver,Not Ejected,Unknown
52.0,19824648.0,Driver,Not Ejected,Lap Belt & Harness
29.0,NA,NA,NA,NA
46.0,NA,NA,NA,NA
53.0,19825438.0,Driver,Not Ejected,Unknown
71.0,19826253.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt
30.0,19825604.0,Driver,Not Ejected,Unknown
42.0,19826254.0,Driver,Not Ejected,Lap Belt
59.0,19825606.0,Driver,Not Ejected,Unknown
56.0,19825605.0,Driver,Not Ejected,Unknown
29.0,19829568.0,Driver,Not Ejected,Lap Belt & Harness
48.0,19829569.0,Driver,Not Ejected,Lap Belt & Harness
62.0,NA,NA,NA,NA
58.0,19825593.0,Driver,Not Ejected,Unknown
85.0,19825880.0,Driver,Not Ejected,Lap Belt & Harness
36.0,19825484.0,Driver,Not Ejected,Lap Belt & Harness
49.0,19827153.0,Driver,Not Ejected,Lap Belt & Harness
35.0,19825902.0,Driver,Not Ejected,Lap Belt & Harness
29.0,19827152.0,Driver,Not Ejected,Lap Belt & Harness
42.0,19825442.0,Driver,Not Ejected,Lap Belt
7.0,19825442.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt
35.0,19825442.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
15.0,19825902.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
39.0,19828418.0,Driver,Not Ejected,Lap Belt & Harness
53.0,NA,NA,NA,NA
27.0,19826082.0,Driver,Partially Ejected,None
20.0,19827007.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,None
17.0,19825379.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
46.0,19825554.0,Driver,Not Ejected,None
20.0,19827007.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
30.0,19827849.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
50.0,19829533.0,Driver,Not Ejected,None
25.0,19842770.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
23.0,19826102.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
27.0,19825969.0,Driver,Not Ejected,Lap Belt & Harness
67.0,NA,NA,NA,NA
25.0,19825183.0,Driver,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
54.0,19826102.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Unknown
45.0,19825428.0,Driver,Not Ejected,Lap Belt & Harness
33.0,19826102.0,Driver,Not Ejected,Unknown
26.0,19844355.0,Driver,Not Ejected,Helmet (Motorcycle Only)
4.0,NA,NA,NA,NA
45.0,NA,NA,NA,NA
58.0,19825301.0,Driver,Not Ejected,Lap Belt & Harness
37.0,19825531.0,Driver,Not Ejected,Lap Belt & Harness
50.0,19826016.0,Driver,Not Ejected,Lap Belt & Harness
23.0,19826509.0,Driver,Not Ejected,Lap Belt & Harness
47.0,19826508.0,Driver,Not Ejected,Lap Belt & Harness
28.0,19826837.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
29.0,19826838.0,Driver,Not Ejected,Lap Belt & Harness
33.0,19825711.0,Driver,Partially Ejected,None
18.0,19826837.0,Driver,Not Ejected,Lap Belt & Harness
25.0,19825519.0,Driver,Not Ejected,Lap Belt & Harness
58.0,19826508.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
56.0,19825401.0,Driver,Not Ejected,Unknown
12.0,NA,NA,NA,NA
27.0,19828714.0,Driver,Not Ejected,Lap Belt & Harness
51.0,19825397.0,Driver,Not Ejected,Lap Belt & Harness
53.0,19825399.0,Driver,Not Ejected,Lap Belt & Harness
54.0,NA,NA,NA,NA
45.0,19825981.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
52.0,19825981.0,Driver,Not Ejected,Lap Belt & Harness
21.0,19826755.0,Driver,Not Ejected,Lap Belt
36.0,19825980.0,Driver,Not Ejected,Lap Belt & Harness
34.0,19825832.0,Driver,Not Ejected,Helmet (Motorcycle Only)
37.0,19826755.0,Unknown,Not Ejected,Child Restraint Only
44.0,19825910.0,Driver,Not Ejected,None
45.0,19826055.0,Driver,Not Ejected,Lap Belt & Harness
38.0,19825962.0,Driver,Not Ejected,Unknown
34.0,NA,NA,NA,NA
29.0,19825409.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
38.0,19826032.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
27.0,19826034.0,Driver,Not Ejected,Unknown
59.0,19825569.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
37.0,19825854.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20006440.0,Driver,Not Ejected,Lap Belt & Harness
27.0,20006440.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
26.0,19825566.0,Driver,Not Ejected,Lap Belt & Harness
28.0,19836853.0,Unknown,Not Ejected,Unknown
23.0,19836853.0,Unknown,Not Ejected,Lap Belt
54.0,19826111.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
19.0,19826110.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
25.0,19826112.0,Driver,Not Ejected,Lap Belt & Harness
36.0,19827811.0,Driver,Not Ejected,Lap Belt & Harness
21.0,19827813.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
29.0,19856537.0,Riding/Hanging on Outside,Not Ejected,None
26.0,NA,Unknown,Not Ejected,Unknown
28.0,19825619.0,Driver,Not Ejected,Lap Belt & Harness
30.0,19825619.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
20.0,NA,NA,NA,NA
42.0,NA,NA,NA,NA
45.0,19825615.0,Driver,Not Ejected,Lap Belt & Harness
50.0,NA,NA,NA,NA
27.0,19825726.0,Driver,Not Ejected,Lap Belt & Harness
70.0,NA,NA,NA,NA
32.0,19826119.0,Driver,Not Ejected,Lap Belt & Harness
31.0,19827034.0,Driver,Not Ejected,Lap Belt & Harness
33.0,19832831.0,Driver,Not Ejected,Lap Belt & Harness
64.0,19826525.0,Driver,Not Ejected,Lap Belt & Harness
54.0,19826245.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
56.0,19826245.0,Driver,Not Ejected,Lap Belt & Harness
56.0,19826525.0,Driver,Not Ejected,Lap Belt & Harness
43.0,NA,NA,NA,NA
28.0,19825858.0,Driver,Not Ejected,Lap Belt
45.0,19826529.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
52.0,19825844.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
66.0,NA,NA,NA,NA
33.0,19825760.0,Driver,Not Ejected,Unknown
44.0,19825844.0,Driver,Not Ejected,Lap Belt & Harness
21.0,19825844.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
49.0,19942887.0,Driver,Ejected,None
20.0,19865287.0,Driver,Not Ejected,Lap Belt & Harness
54.0,19825933.0,Driver,Not Ejected,Lap Belt & Harness
42.0,19825922.0,Driver,Not Ejected,Lap Belt
42.0,19827185.0,Driver,Not Ejected,Lap Belt & Harness
26.0,19825876.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
33.0,19829276.0,Driver,Not Ejected,Lap Belt & Harness
46.0,19857225.0,Driver,Not Ejected,Lap Belt
40.0,19942912.0,Driver,Not Ejected,None
74.0,20077856.0,Driver,Not Ejected,Unknown
50.0,19826065.0,Driver,Not Ejected,Lap Belt & Harness
75.0,19826698.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
29.0,19827050.0,Driver,Not Ejected,Lap Belt & Harness
77.0,19826089.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
69.0,19826534.0,Driver,Not Ejected,Unknown
54.0,19826697.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
39.0,19826124.0,Driver,Not Ejected,Lap Belt & Harness
59.0,19826697.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
25.0,19827979.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
74.0,19826698.0,Driver,Not Ejected,Lap Belt & Harness
55.0,19826089.0,Driver,Not Ejected,Lap Belt & Harness
55.0,19825959.0,Driver,Not Ejected,Lap Belt & Harness
35.0,19826123.0,Driver,Not Ejected,Lap Belt & Harness
63.0,19826066.0,Driver,Not Ejected,Lap Belt & Harness
29.0,19826075.0,Driver,Not Ejected,Lap Belt & Harness
27.0,19831583.0,Driver,Ejected,Helmet (Motorcycle Only)
16.0,19830661.0,Driver,Ejected,Unknown
62.0,19825991.0,Driver,Not Ejected,Lap Belt & Harness
14.0,19825947.0,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Not Ejected,Lap Belt & Harness
42.0,19825993.0,Driver,Not Ejected,Lap Belt & Harness
49.0,19826085.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
10.0,NA,NA,NA,NA
43.0,19829491.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
36.0,19826267.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
30.0,19826133.0,Driver,Not Ejected,Lap Belt & Harness
22.0,19827056.0,Driver,Not Ejected,Lap Belt & Harness
38.0,NA,NA,NA,NA
34.0,19826263.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
42.0,19825989.0,Driver,Not Ejected,Lap Belt & Harness
28.0,19826010.0,Driver,Ejected,None
22.0,19827056.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
34.0,19826479.0,Driver,Ejected,None
60.0,NA,NA,NA,NA
51.0,19825953.0,Driver,Not Ejected,Lap Belt & Harness
18.0,19826349.0,Driver,Not Ejected,None
30.0,19826012.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
26.0,19825954.0,Driver,Not Ejected,Lap Belt & Harness
36.0,19826105.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
25.0,19828389.0,Driver,Not Ejected,None
73.0,19826028.0,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Not Ejected,None
34.0,19825967.0,Driver,Not Ejected,Unknown
34.0,19827226.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
49.0,19826028.0,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Not Ejected,None
58.0,19826028.0,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Not Ejected,None
22.0,19825849.0,Driver,Not Ejected,Lap Belt & Harness
33.0,19827226.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
33.0,19829281.0,Driver,Not Ejected,Unknown
30.0,19829281.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
60.0,NA,NA,NA,NA
28.0,NA,NA,NA,NA
21.0,19826136.0,Driver,Not Ejected,Lap Belt & Harness
28.0,19825957.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
18.0,19825892.0,Driver,Not Ejected,None
51.0,NA,NA,NA,NA
55.0,NA,NA,NA,NA
37.0,19827395.0,Driver,Not Ejected,Lap Belt & Harness
39.0,19826268.0,Driver,Not Ejected,Lap Belt
62.0,19826657.0,Driver,Not Ejected,Unknown
30.0,19826063.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Unknown
30.0,19827173.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
52.0,19827174.0,Driver,Not Ejected,Lap Belt & Harness
23.0,19826338.0,Driver,Not Ejected,Lap Belt & Harness
43.0,NA,NA,NA,NA
7.0,19828957.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt
29.0,19828957.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt
62.0,19833027.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
41.0,19833027.0,Driver,Not Ejected,Unknown
38.0,19826265.0,Driver,Not Ejected,None
37.0,19827261.0,Driver,Not Ejected,Lap Belt & Harness
22.0,NA,NA,NA,NA
39.0,19827337.0,Driver,Not Ejected,Lap Belt & Harness
47.0,NA,NA,NA,NA
60.0,19827338.0,Driver,Not Ejected,Lap Belt & Harness
34.0,19827260.0,Driver,Not Ejected,Lap Belt & Harness
29.0,19865293.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Lap Belt
27.0,19827471.0,Driver,Not Ejected,Lap Belt & Harness
26.0,19827108.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,None
37.0,19827065.0,Unknown,Not Ejected,None
24.0,19827470.0,Driver,Not Ejected,Unknown
33.0,19828052.0,Driver,Not Ejected,None
19.0,19829553.0,Unknown,Not Ejected,Unknown
22.0,19829553.0,Driver,Not Ejected,Unknown
18.0,19829553.0,Unknown,Not Ejected,Unknown
18.0,19829488.0,Driver,Not Ejected,None
21.0,19829553.0,Unknown,Not Ejected,Unknown
53.0,19827036.0,Driver,Not Ejected,Lap Belt & Harness
61.0,19827035.0,Driver,Not Ejected,Lap Belt & Harness
25.0,19825977.0,Driver,Partially Ejected,Unknown
20.0,19828362.0,Driver,Not Ejected,Unknown
21.0,NA,NA,NA,NA
37.0,19827930.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
18.0,19827078.0,Driver,Not Ejected,Unknown
20.0,NA,NA,NA,NA
22.0,NA,NA,NA,NA
19.0,19826562.0,Driver,Not Ejected,Unknown
26.0,19827281.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Ejected,None
43.0,19827251.0,Driver,Not Ejected,Lap Belt & Harness
30.0,19826464.0,Driver,Not Ejected,Lap Belt & Harness
69.0,NA,NA,NA,NA
31.0,19826374.0,Driver,Not Ejected,Unknown
40.0,19826376.0,Driver,Not Ejected,Unknown
36.0,19828002.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
